id,model_name,eval_method,exact_match,similarity,bleu3,rouge_l,difficulty,project_size,tokens_total,tokens_in,tokens_out,total_cost,processing_time_s
234323344262,openai/gpt-5-nano,bypass7,0.0,0.9999278915488896,1.0,1.0,medium,medium,25347,21349,3998,0.002667,127.118
23441962954,groq:qwen/qwen3-32b,agent,0.0,0.0930614158462259,0.110496620890731,0.1413612565445026,easy,medium,3047,453,2594,0.001662,11.961
23441962954,groq:qwen/qwen3-32b,bypass7,0.0,0.4825901038485033,0.292626938180355,0.603448275862069,easy,medium,10309,5414,4895,0.004458,20.304
23441962954,local:meta-llama/Llama-3.1-8B-Instruct,agent,0.0,0.2775445960125918,0.4568575298847037,0.409090909090909,easy,medium,1329,876,453,0.0,10.585
23441962954,local:meta-llama/Llama-3.1-8B-Instruct,bypass7,1.0,1.0,1.0,1.0,easy,medium,3588,3101,487,0.0,11.335
23441962954,openai/gpt-5-nano,agent,0.0,0.9975565058032988,1.0,1.0,easy,medium,1332,872,460,0.000228,22.427
23441962954,openai/gpt-5-nano,bypass7,0.0,0.4825901038485033,0.292626938180355,0.603448275862069,easy,medium,4307,3498,809,0.000499,35.758
235143484229,groq:qwen/qwen3-32b,agent,0.0,0.7874487894438393,0.8419258602386477,0.8460200500257735,hard,medium,9640,5261,4379,0.00411,71.246
235143484229,groq:qwen/qwen3-32b,bypass7,0.0,0.8810943438498023,0.909956108803299,0.924253142261463,hard,medium,22743,18873,3870,0.007757,45.158
235143484229,local:meta-llama/Llama-3.1-8B-Instruct,agent,0.0,0.3008069445174108,0.1793683717997252,0.38157420325130853,hard,medium,19121,15023,4098,0.0,184.904
235143484229,local:meta-llama/Llama-3.1-8B-Instruct,bypass7,0.0,0.8939888451079696,0.8791712431827599,0.934596139878821,hard,medium,48226,44830,3396,0.0,161.258
235143484229,openai/gpt-5-nano,agent,0.0,0.7106647825000589,0.7350375271279914,0.7898731981801701,hard,medium,27650,15020,12630,0.005803,411.806
235143484229,openai/gpt-5-nano,bypass7,0.0,0.8939888451079696,0.8791712431827593,0.934596139878821,hard,medium,62053,54389,7664,0.005785,285.566
235152914108,groq:qwen/qwen3-32b,agent,0.0,0.40361735166680807,0.4250494566746214,0.4627986662958369,hard,large,20856,8873,11983,0.009643,314.28999999999996
235152914108,groq:qwen/qwen3-32b,bypass7,0.0,0.8250822623497152,0.8150194646339392,0.8718782390620712,hard,large,110373,97116,13257,0.035984,232.375
235152914108,local:meta-llama/Llama-3.1-8B-Instruct,agent,0.0,0.7145777159078529,0.7454999249989964,0.7862858986847585,hard,large,31096,22726,8370,0.0,942.83
235152914108,local:meta-llama/Llama-3.1-8B-Instruct,bypass7,0.0,0.8250822623497152,0.8150194646339392,0.8718782390620712,hard,large,144797,138526,6271,0.0,715.0799999999999
235152914108,openai/gpt-5-nano,agent,0.0,0.7978636466682245,0.8274788780764171,0.8536009314468556,hard,large,32065,22716,9349,0.004876,1419.125
235152914108,openai/gpt-5-nano,bypass7,0.0,0.8250822623497152,0.8150194646339392,0.8718782390620712,hard,large,271064,245591,25473,0.022468,1656.42
235604859102,groq:qwen/qwen3-32b,agent,0.0,0.5651343307160914,0.5590344646783642,0.6289735226499059,hard,medium,22927,9707,13220,0.010615,323.348
235604859102,groq:qwen/qwen3-32b,bypass7,0.0,0.9164776567599769,0.9196518174272217,0.9568683512100887,hard,medium,62396,54781,7615,0.02038,141.608
235604859102,local:meta-llama/Llama-3.1-8B-Instruct,agent,0.0,0.5410104893768818,0.4944845647456733,0.6896682371872045,hard,medium,30957,23176,7781,0.0,702.684
235604859102,local:meta-llama/Llama-3.1-8B-Instruct,bypass7,0.0,0.9164776567599769,0.9196518174272219,0.9568683512100887,hard,medium,95836,91047,4789,0.0,464.6
235604859102,openai/gpt-5-nano,agent,0.0,0.9116194303600367,0.9243351434177647,0.9572114587722285,hard,medium,38079,23160,14919,0.007124999999999999,903.976
235604859102,openai/gpt-5-nano,bypass7,0.0,0.9164776567599769,0.9196518174272217,0.9568683512100887,hard,medium,141417,128831,12586,0.011476,824.156
236822274021,groq:qwen/qwen3-32b,agent,0.0,0.5584598844241365,0.5632556416536771,0.6388174807197944,easy,small,3493,1710,1783,0.001548,10.111
236822274021,groq:qwen/qwen3-32b,bypass7,0.0,0.940269979691793,0.948145290148198,1.0,easy,small,6841,4673,2168,0.002634,10.411
236822274021,local:meta-llama/Llama-3.1-8B-Instruct,agent,0.0,0.9784971926890456,0.9821816254532024,0.9929292929292928,easy,small,5329,3659,1670,0.0,37.436
236822274021,local:meta-llama/Llama-3.1-8B-Instruct,bypass7,0.0,0.9998805399593836,0.9989526049869204,0.9989939637826962,easy,small,9545,8853,692,0.0,16.41
236822274021,openai/gpt-5-nano,agent,0.0,0.9885836603638958,0.994761100044152,0.9989939637826962,easy,small,5349,3658,1691,0.000859,82.146
236822274021,openai/gpt-5-nano,bypass7,0.0,0.940269979691793,0.948145290148198,1.0,easy,small,12205,10229,1976,0.001302,56.903
237088721185,groq:qwen/qwen3-32b,agent,0.0,0.6531885624447282,0.678287807383981,0.713768115942029,easy,large,3191,1332,1859,0.001483,36.382
237088721185,groq:qwen/qwen3-32b,bypass7,1.0,1.0,1.0,1.0,easy,large,5541,4152,1389,0.002024,8.515
237088721185,local:meta-llama/Llama-3.1-8B-Instruct,agent,0.0,0.7850145816196814,0.7780326375432288,0.8748031496062992,easy,large,5729,3680,2049,0.0,45.892
237088721185,local:meta-llama/Llama-3.1-8B-Instruct,bypass7,1.0,1.0,1.0,1.0,easy,large,10388,9316,1072,0.0,25.389
237088721185,openai/gpt-5-nano,agent,0.0,0.9825698324022346,0.9961170648520324,0.9882352941176472,easy,large,6212,3676,2536,0.001198,41.54
237088721185,openai/gpt-5-nano,bypass7,0.0,0.9768189635833396,0.9984645150945048,0.985341437254201,easy,large,10684,9510,1174,0.000945,45.807
237229484642,groq:qwen/qwen3-32b,agent,0.0,0.5795402033271719,0.6106641664246812,0.6871907641561297,medium,large,4971,2749,2222,0.002108,17.709
237229484642,groq:qwen/qwen3-32b,bypass7,0.0,0.5062034739454094,0.5040044400041893,0.6153846153846154,medium,large,10108,7669,2439,0.003663,11.563
237229484642,local:meta-llama/Llama-3.1-8B-Instruct,agent,0.0,0.7351346383604448,0.8070733592794808,0.8251582278481012,medium,large,6845,4806,2039,0.0,47.548
237229484642,local:meta-llama/Llama-3.1-8B-Instruct,bypass7,0.0,0.5062034739454094,0.5040044400041893,0.6153846153846154,medium,large,16864,13668,3196,0.0,73.361
237229484642,openai/gpt-5-nano,agent,0.0,0.5041816009557945,0.4983877719408744,0.6128266033254157,medium,large,6186,4802,1384,0.000794,132.739
237229484642,openai/gpt-5-nano,bypass7,0.0,0.8329197684036393,0.8392585750804588,0.9081170168932838,medium,large,13362,12129,1233,0.0011,67.908
237833746854,groq:qwen/qwen3-32b,agent,0.0,0.6034632696625416,0.6153070636018567,0.6970197615644622,hard,medium,30985,15081,15904,0.013756,765.063
237833746854,groq:qwen/qwen3-32b,bypass7,0.0,0.9687304750705451,0.9676311233262475,0.9819418601475993,hard,medium,61736,55593,6143,0.019746,192.11700000000002
237833746854,local:meta-llama/Llama-3.1-8B-Instruct,agent,0.0,0.28071237727052917,0.20378994991357488,0.410637315101742,hard,medium,40607,34467,6140,0.0,424.45799999999997
237833746854,local:meta-llama/Llama-3.1-8B-Instruct,bypass7,0.0,0.9687304750705451,0.9676311233262475,0.9819418601475993,hard,medium,130839,122156,8683,0.0,640.053
237833746854,openai/gpt-5-nano,agent,0.0,0.8526264872884104,0.887390028288871,0.9059517379687815,hard,medium,56299,34455,21844,0.010461,801.6089999999999
237833746854,openai/gpt-5-nano,bypass7,0.0,0.8748021208409655,0.9056651638722011,0.9187081280484289,hard,medium,140213,129536,10677,0.010747,676.4399999999999
238131964336,groq:qwen/qwen3-32b,agent,0.0,0.5503506682545984,0.7765103295882951,0.7058690744920992,easy,medium,7498,3586,3912,0.003348,54.374
238131964336,groq:qwen/qwen3-32b,bypass7,0.0,0.8935783737578801,0.934847908762769,0.9282688506071732,easy,medium,12808,9594,3214,0.004679,20.173
238131964336,local:meta-llama/Llama-3.1-8B-Instruct,agent,0.0,0.2318267621184599,0.0272886283623448,0.190557939914163,easy,medium,11184,9135,2049,0.0,49.191
238131964336,local:meta-llama/Llama-3.1-8B-Instruct,bypass7,0.0,0.8935783737578801,0.934847908762769,0.9282688506071732,easy,medium,21934,20523,1411,0.0,36.47
238131964336,openai/gpt-5-nano,agent,0.0,0.9006304092317555,0.9507039585919814,0.9347644270978532,easy,medium,15674,9131,6543,0.003074,82.298
238131964336,openai/gpt-5-nano,bypass7,0.0,0.8935783737578801,0.934847908762769,0.9282688506071732,easy,medium,26754,23177,3577,0.00259,70.567
238292551428,groq:qwen/qwen3-32b,agent,0.0,0.20242428376089774,0.19416357600102674,0.23014786961096734,hard,medium,7331,2055,5276,0.003709,71.46000000000001
238292551428,groq:qwen/qwen3-32b,bypass7,0.0,0.6109436733981025,0.5588099216282871,0.613416975181681,hard,medium,21486,16987,4499,0.007581,52.748999999999995
238292551428,local:meta-llama/Llama-3.1-8B-Instruct,agent,0.0,0.86875114215182,0.8697226028216011,0.9377913037003945,hard,medium,7368,5146,2222,0.0,151.404
238292551428,local:meta-llama/Llama-3.1-8B-Instruct,bypass7,1.0,1.0,1.0,1.0,hard,medium,33304,29488,3816,0.0,257.349
238292551428,openai/gpt-5-nano,agent,0.0,0.7134359269092276,0.6598509565404888,0.691562182311081,hard,medium,7332,5134,2198,0.001136,374.64300000000003
238292551428,openai/gpt-5-nano,bypass7,1.0,1.0,1.0,1.0,hard,medium,35511,31447,4064,0.0031989999999999996,434.187
238490144194,groq:qwen/qwen3-32b,agent,0.0,0.5989625858797656,0.6166730826073955,0.6926615460120198,hard,large,4284,1980,2304,0.001934,27.49
238490144194,groq:qwen/qwen3-32b,bypass7,0.0,0.487126765599857,0.4868766039442106,0.495049504950495,hard,large,14776,9883,4893,0.005753,31.46
238490144194,local:meta-llama/Llama-3.1-8B-Instruct,agent,0.0,0.7439000612426228,0.778904146857246,0.8492068902827017,hard,large,8394,5101,3293,0.0,145.742
238490144194,local:meta-llama/Llama-3.1-8B-Instruct,bypass7,0.0,0.487126765599857,0.4868766039442106,0.495049504950495,hard,large,20611,18796,1815,0.0,81.328
238490144194,openai/gpt-5-nano,agent,0.0,0.9035834733438608,0.8898978278791473,0.9448025785656728,hard,large,8829,5093,3736,0.0017490000000000001,112.144
238490144194,openai/gpt-5-nano,bypass7,0.0,0.8939674944202142,0.8796844451994692,0.9406771660244186,hard,large,19128,17927,1201,0.001377,98.528
238600390342,groq:qwen/qwen3-32b,agent,0.0,0.8077106266951265,0.8100157406718438,0.8316629703171817,hard,medium,21202,10787,10415,0.009271999999999999,372.582
238600390342,groq:qwen/qwen3-32b,bypass7,0.0,0.041313831152168336,0.02564840481430075,0.056686626746506985,hard,medium,174516,160213,14303,0.054899,275.742
238600390342,local:meta-llama/Llama-3.1-8B-Instruct,agent,0.0,0.6485541148192255,0.6057941639668015,0.7681884500181125,hard,medium,32248,21850,10398,0.0,1402.02
238600390342,local:meta-llama/Llama-3.1-8B-Instruct,bypass7,1.0,1.0,1.0,1.0,hard,medium,207988,199461,8527,0.0,1202.01
238600390342,openai/gpt-5-nano,agent,0.0,0.9996983685560931,0.9995565878575485,1.0,hard,medium,38898,21826,17072,0.00792,1153.494
238600390342,openai/gpt-5-nano,bypass7,0.0,0.041313831152168336,0.02564840481430075,0.056686626746506985,hard,medium,344156,319245,24911,0.025926,750.492
238799791693,groq:qwen/qwen3-32b,agent,0.0,0.2553448971359419,0.3883400304841203,0.3283621140763998,medium,medium,6914,2992,3922,0.003182,50.108
238799791693,groq:qwen/qwen3-32b,bypass7,0.0,0.932492070059302,0.9363566345557466,0.9621273166800968,medium,medium,9198,7678,1520,0.003123,10.746
238799791693,local:meta-llama/Llama-3.1-8B-Instruct,agent,0.0,0.6030892290718521,0.546051724348447,0.7349823321554771,medium,medium,10678,8629,2049,0.0,48.219
238799791693,local:meta-llama/Llama-3.1-8B-Instruct,bypass7,0.0,0.932492070059302,0.9363566345557466,0.9621273166800968,medium,medium,20556,19336,1220,0.0,30.218
238799791693,openai/gpt-5-nano,agent,0.0,0.5899186319128396,0.6878631226624212,0.6934820904286553,medium,medium,11138,8625,2513,0.001436,50.439
238799791693,openai/gpt-5-nano,bypass7,0.0,0.5246172941663219,0.6454390111870868,0.6219201359388274,medium,medium,21291,19761,1530,0.0016,55.336
238938177304,groq:qwen/qwen3-32b,agent,0.0,0.0049215625961243,0.0032383874801567,0.0011792452830188,easy,large,1791,172,1619,0.001005,7.954
238938177304,groq:qwen/qwen3-32b,bypass7,0.0,0.4210526315789473,0.78089666561908,0.5,easy,large,8760,6422,2338,0.003242,9.857
238938177304,local:meta-llama/Llama-3.1-8B-Instruct,agent,0.0,0.3787878787878788,0.4149132666831217,0.3333333333333333,easy,large,391,361,30,0.0,1.55
238938177304,local:meta-llama/Llama-3.1-8B-Instruct,bypass7,0.0,0.3333333333333333,0.78089666561908,0.5,easy,large,2034,1797,237,0.0,6.016
238938177304,openai/gpt-5-nano,agent,0.0,0.4035087719298246,0.78089666561908,0.5,easy,large,385,357,28,2.9e-05,11.105
238938177304,openai/gpt-5-nano,bypass7,0.0,0.3333333333333333,0.78089666561908,0.5,easy,large,62821,41384,21437,0.010644,21.472
239379983732,groq:qwen/qwen3-32b,agent,0.0,0.0054991539763112,0.0042799352578827,0.0015600624024961,easy,large,1387,172,1215,0.000767,12.6
239379983732,groq:qwen/qwen3-32b,bypass7,0.0,0.3859649122807017,0.78089666561908,0.5,easy,large,6601,4677,1924,0.002491,8.748
239379983732,local:meta-llama/Llama-3.1-8B-Instruct,agent,0.0,0.3333333333333333,0.4149132666831217,0.3333333333333333,easy,large,394,366,28,0.0,2.597
239379983732,local:meta-llama/Llama-3.1-8B-Instruct,bypass7,0.0,0.3859649122807017,0.78089666561908,0.5,easy,large,2074,1822,252,0.0,6.397
239379983732,openai/gpt-5-nano,agent,0.0,0.368421052631579,0.78089666561908,0.5,easy,large,393,362,31,3e-05,14.145
239379983732,openai/gpt-5-nano,bypass7,0.0,0.3859649122807017,0.78089666561908,0.5,easy,large,40887,27086,13801,0.006875,27.177
240107024706,groq:qwen/qwen3-32b,agent,0.0,0.5574450044750106,0.6409181541870466,0.6942662779397475,easy,small,4222,1797,2425,0.001952,18.518
240107024706,groq:qwen/qwen3-32b,bypass7,0.0,0.8769716088328076,0.8790502732220257,0.938307873090482,easy,small,7728,5476,2252,0.002917,14.938
240107024706,local:meta-llama/Llama-3.1-8B-Instruct,agent,0.0,0.4542586750788643,0.5072462638869019,0.5792349726775956,easy,small,7009,4960,2049,0.0,46.006
240107024706,local:meta-llama/Llama-3.1-8B-Instruct,bypass7,0.0,0.955254856383862,0.961393274814725,0.9709009513150532,easy,small,12846,11800,1046,0.0,24.864
240107024706,openai/gpt-5-nano,agent,0.0,0.9822185970636216,0.9854682104001904,0.9914951989026064,easy,small,8334,4956,3378,0.001599,68.936
240107024706,openai/gpt-5-nano,bypass7,0.0,0.955254856383862,0.961393274814725,0.9709009513150532,easy,small,16090,13567,2523,0.001688,71.608
240343331150,groq:qwen/qwen3-32b,agent,0.0,0.5793771110933801,0.5732646013366501,0.65625,easy,large,6673,2631,4042,0.003148,27.31
240343331150,groq:qwen/qwen3-32b,bypass7,0.0,0.965660020703002,0.9816630719252766,0.9818109924871492,easy,large,8983,7210,1773,0.003137,12.89
240343331150,local:meta-llama/Llama-3.1-8B-Instruct,agent,0.0,0.4113202425119898,0.2755696708199704,0.6133619533136572,easy,large,7939,5891,2048,0.0,47.823
240343331150,local:meta-llama/Llama-3.1-8B-Instruct,bypass7,0.0,0.965660020703002,0.9816630719252766,0.9818109924871492,easy,large,14874,13755,1119,0.0,28.802
240343331150,openai/gpt-5-nano,agent,0.0,0.6676185037121645,0.8376403487007659,0.7145003756574004,easy,large,10807,5887,4920,0.002262,55.906
240343331150,openai/gpt-5-nano,bypass7,0.0,0.81182698398335,0.8105053464377715,0.9006767081423269,easy,large,17017,15041,1976,0.001542,80.805
241210066237,groq:qwen/qwen3-32b,agent,0.0,0.6531527188584652,0.6110339568097305,0.7771762272644321,easy,medium,11271,6423,4848,0.004723,70.552
241210066237,groq:qwen/qwen3-32b,bypass7,0.0,0.9999879483224065,0.999885965161832,0.9998942694015648,easy,medium,15662,14251,1411,0.004965,48.409
241210066237,local:meta-llama/Llama-3.1-8B-Instruct,agent,0.0,0.1046326648669494,0.0003661974436366,0.2081285444234404,easy,medium,20462,18414,2048,0.0,49.444
241210066237,local:meta-llama/Llama-3.1-8B-Instruct,bypass7,0.0,0.992576166602391,0.9919505047917628,0.9961267045153076,easy,medium,42018,39859,2159,0.0,79.683
241210066237,openai/gpt-5-nano,agent,0.0,0.9988795180722893,0.999239917922072,0.999471347007824,easy,medium,36025,18410,17615,0.007966,177.138
241210066237,openai/gpt-5-nano,bypass7,0.0,0.9999879483224065,0.999885965161832,0.9998942694015648,easy,medium,40162,39171,991,0.002355,107.022
242047917745,groq:qwen/qwen3-32b,agent,0.0,0.7279106858054227,0.7291048450835156,0.7974919505168616,easy,huge,4834,2455,2379,0.002116,22.566
242047917745,groq:qwen/qwen3-32b,bypass7,0.0,0.94625753813409,0.9428965440291454,0.9760765550239237,easy,huge,8679,6651,2028,0.003125,14.274
242047917745,local:meta-llama/Llama-3.1-8B-Instruct,agent,0.0,0.4266140475345867,0.3187417978790361,0.6291759465478841,easy,huge,8358,6311,2047,0.0,48.524
242047917745,local:meta-llama/Llama-3.1-8B-Instruct,bypass7,0.0,0.94625753813409,0.9428965440291454,0.9760765550239237,easy,huge,14591,14042,549,0.0,20.965
242047917745,openai/gpt-5-nano,agent,0.0,0.9514898900319262,0.954668682700298,0.9782653694887188,easy,huge,10548,6307,4241,0.002012,47.357
242047917745,openai/gpt-5-nano,bypass7,0.0,0.94625753813409,0.9428965440291454,0.9760765550239237,easy,huge,15802,14714,1088,0.001171,35.811
243576661689,groq:qwen/qwen3-32b,agent,0.0,0.766132803366846,0.7707090551496698,0.8309824300915615,easy,large,3575,1658,1917,0.001612,13.449
243576661689,groq:qwen/qwen3-32b,bypass7,0.0,0.981781224121057,0.9890585898649203,0.9911190053285968,easy,large,7435,5356,2079,0.00278,14.337
243576661689,local:meta-llama/Llama-3.1-8B-Instruct,agent,0.0,0.7015770014336377,0.6446746768875244,0.829385513216615,easy,large,5638,3589,2049,0.0,47.66
243576661689,local:meta-llama/Llama-3.1-8B-Instruct,bypass7,0.0,0.981781224121057,0.9890585898649203,0.9911190053285968,easy,large,9244,8643,601,0.0,15.3
243576661689,openai/gpt-5-nano,agent,0.0,0.9891758733950432,0.990950103252154,0.9938180747718576,easy,large,6462,3585,2877,0.00133,49.005
243576661689,openai/gpt-5-nano,bypass7,0.0,0.981781224121057,0.9890585898649203,0.9911190053285968,easy,large,10578,9429,1149,0.000931,40.764
244282362208,groq:qwen/qwen3-32b,agent,0.0,0.8020179184459516,0.8006496081327473,0.8310781318201659,easy,large,4348,2351,1997,0.00186,15.894
244282362208,groq:qwen/qwen3-32b,bypass7,0.0,0.995576372625553,0.99653238161719,0.9989484752891692,easy,large,8385,6550,1835,0.002982,14.892
244282362208,local:meta-llama/Llama-3.1-8B-Instruct,agent,0.0,0.5084569346864429,0.3686249370828902,0.6875430144528561,easy,large,8133,6084,2049,0.0,54.198
244282362208,local:meta-llama/Llama-3.1-8B-Instruct,bypass7,0.0,0.995576372625553,0.99653238161719,0.9989484752891692,easy,large,14453,13762,691,0.0,19.664
244282362208,openai/gpt-5-nano,agent,0.0,0.7918293000260214,0.851123937444073,0.841570177915843,easy,large,9460,6080,3380,0.001656,47.44
244282362208,openai/gpt-5-nano,bypass7,0.0,0.8020296643247463,0.8387761387994478,0.8592260235558049,easy,large,20168,16788,3380,0.002191,66.134
244616072462,groq:qwen/qwen3-32b,agent,0.0,0.5813867376310808,0.61332744633302,0.656690248456926,hard,large,18021,9985,8036,0.007636,346.494
244616072462,groq:qwen/qwen3-32b,bypass7,0.0,0.8220706230996284,0.7890508737702605,0.8965077167924819,hard,large,205800,184931,20869,0.065942,914.106
244616072462,local:meta-llama/Llama-3.1-8B-Instruct,agent,0.0,0.6395133034901389,0.6157368474802051,0.7065836530867653,hard,large,41342,31238,10104,0.0,1360.6860000000001
244616072462,local:meta-llama/Llama-3.1-8B-Instruct,bypass7,0.0,0.8037031279140444,0.8142737087497677,0.8499810194076428,hard,large,181101,176552,4549,0.0,640.71
244616072462,openai/gpt-5-nano,agent,0.0,0.7554323032932252,0.8050793558868433,0.8161177193593371,hard,large,49581,31216,18365,0.008907,1863.378
244616072462,openai/gpt-5-nano,bypass7,0.0,0.8220706230996284,0.7890508737702605,0.8965077167924819,hard,large,531006,481734,49272,0.043795,1816.326
244949141056,groq:qwen/qwen3-32b,agent,0.0,0.6205219182785853,0.6686221489086632,0.7014738945790656,easy,small,3148,1216,1932,0.001493,12.913
244949141056,groq:qwen/qwen3-32b,bypass7,1.0,1.0,1.0,1.0,easy,small,5836,4064,1772,0.002224,9.463
244949141056,local:meta-llama/Llama-3.1-8B-Instruct,agent,0.0,0.749772851172088,0.6996265667967618,0.8413344182262001,easy,small,5504,3455,2049,0.0,47.887
244949141056,local:meta-llama/Llama-3.1-8B-Instruct,bypass7,0.0,0.950208976921679,0.952689854125689,0.9733621310295176,easy,small,8589,8171,418,0.0,12.848
244949141056,openai/gpt-5-nano,agent,1.0,0.9999091404688352,1.0,1.0,easy,small,6228,3451,2777,0.001283,56.604
244949141056,openai/gpt-5-nano,bypass7,0.0,0.950208976921679,0.952689854125689,0.9733621310295176,easy,small,9718,8827,891,0.000798,45.32
245264511134,groq:qwen/qwen3-32b,agent,0.0,0.1885891115320805,0.0414736839446657,0.0632652698548097,medium,huge,27695,24265,3430,0.009061,641.404
245264511134,groq:qwen/qwen3-32b,bypass7,0.0,0.9880572780006824,0.9883990378817106,0.9936435291126368,medium,huge,53060,51023,2037,0.015999,497.889
245264511134,local:meta-llama/Llama-3.1-8B-Instruct,agent,0.0,0.0350986598265657,6.192180601212838e-12,0.0583661147196047,medium,huge,56855,54811,2044,0.0,76.803
245264511134,local:meta-llama/Llama-3.1-8B-Instruct,bypass7,0.0,0.9978389360191712,0.9977207834016052,0.9988611919524232,medium,huge,118675,114577,4098,0.0,473.851
245264511134,openai/gpt-5-nano,agent,0.0,0.1698337431902952,0.0143785625266795,0.3129527055815935,medium,huge,64668,54807,9861,0.006685,232.503
245264511134,openai/gpt-5-nano,bypass7,0.0,0.9880572780006824,0.9883990378817106,0.9936435291126368,medium,huge,117100,114217,2883,0.006864,585.216
246228757844,groq:qwen/qwen3-32b,agent,0.0,0.8731577973731269,0.904516193046242,0.9120802563745298,medium,medium,6925,4223,2702,0.002819,24.378
246228757844,groq:qwen/qwen3-32b,bypass7,0.0,0.9839772181431414,0.9717345633565068,0.9777576032682708,medium,medium,12163,10340,1823,0.004074,15.308
246228757844,local:meta-llama/Llama-3.1-8B-Instruct,agent,0.0,0.2841899403005558,0.087011850768636,0.4408577357620475,medium,medium,13318,11269,2049,0.0,47.79
246228757844,local:meta-llama/Llama-3.1-8B-Instruct,bypass7,0.0,0.9839772181431414,0.9717345633565068,0.9777576032682708,medium,medium,27994,25701,2293,0.0,55.859
246228757844,openai/gpt-5-nano,agent,0.0,0.8879434570781582,0.8936607144116557,0.9115030435461214,medium,medium,17238,11265,5973,0.002952,56.832
246228757844,openai/gpt-5-nano,bypass7,0.0,0.9026624579702188,0.9178512282810738,0.9331467661691544,medium,medium,28674,26234,2440,0.002288,67.164
246231571483,groq:qwen/qwen3-32b,agent,0.0,0.5957702224221855,0.6180578613725096,0.620848723271273,hard,medium,6151,2775,3376,0.002797,50.184
246231571483,groq:qwen/qwen3-32b,bypass7,0.0,0.7650983874731856,0.7559897245603895,0.8897387378693731,hard,medium,13274,9824,3450,0.0048839999999999995,32.504
246231571483,local:meta-llama/Llama-3.1-8B-Instruct,agent,0.0,0.5569514971776683,0.4654098314169207,0.704775412970567,hard,medium,10112,7582,2530,0.0,115.742
246231571483,local:meta-llama/Llama-3.1-8B-Instruct,bypass7,0.0,0.7650983874731856,0.7559897245603895,0.8897387378693731,hard,medium,22007,20713,1294,0.0,65.058
246231571483,openai/gpt-5-nano,agent,0.0,0.7649007616697439,0.7552082721212268,0.8894877970749682,hard,medium,13417,7574,5843,0.0027159999999999997,177.138
246231571483,openai/gpt-5-nano,bypass7,0.0,0.8867771315267277,0.8694132054212997,0.9430283358879368,hard,medium,22338,20985,1353,0.001591,133.472
246442576932,groq:qwen/qwen3-32b,agent,0.0,0.5624199330070971,0.6239532284730719,0.6313280099344941,hard,huge,20922,12898,8024,0.008475,277.593
246442576932,groq:qwen/qwen3-32b,bypass7,0.0,0.34852276122972786,0.5039834481469929,0.4667248945507221,hard,huge,58078,53486,4592,0.01822,179.448
246442576932,local:meta-llama/Llama-3.1-8B-Instruct,agent,0.0,0.4545764357810962,0.4570589292274428,0.5663718815193458,hard,huge,35661,32055,3606,0.0,252.87900000000002
246442576932,local:meta-llama/Llama-3.1-8B-Instruct,bypass7,0.0,0.34852276122972786,0.5039834481469929,0.4667248945507221,hard,huge,117261,113511,3750,0.0,275.811
246442576932,openai/gpt-5-nano,agent,0.0,0.6995436004842878,0.7725432545931697,0.8021184936299064,hard,huge,44899,32047,12852,0.006743000000000001,504.699
246442576932,openai/gpt-5-nano,bypass7,0.0,0.9809441197845187,0.984422359150335,0.9887730056290588,hard,huge,138764,131023,7741,0.009648,649.11
247272567499,groq:qwen/qwen3-32b,agent,0.0,0.6111780052177402,0.6259648034208575,0.6874690440812283,easy,medium,1993,992,1001,0.000878,6.561
247272567499,groq:qwen/qwen3-32b,bypass7,0.0,0.8298486932599725,0.8470332084546959,0.9098143236074272,easy,medium,6079,3475,2604,0.002544,11.626
247272567499,local:meta-llama/Llama-3.1-8B-Instruct,agent,0.0,0.9452373565001552,0.9409762451132382,0.96455872133426,easy,medium,3829,2580,1249,0.0,29.896
247272567499,local:meta-llama/Llama-3.1-8B-Instruct,bypass7,0.0,0.987095720352826,0.99692248216446,0.9906676238334532,easy,medium,6858,6438,420,0.0,11.682
247272567499,openai/gpt-5-nano,agent,0.0,0.986746403749798,0.9893292641376802,0.9935760171306208,easy,medium,3772,2576,1196,0.000607,44.87
247272567499,openai/gpt-5-nano,bypass7,0.0,0.8298486932599725,0.8470332084546959,0.9098143236074272,easy,medium,8068,7114,954,0.000737,42.049
247402917526,groq:qwen/qwen3-32b,agent,0.0,0.7990872262960874,0.8087299777852414,0.8628257887517147,easy,medium,3366,1538,1828,0.001525,12.862
247402917526,groq:qwen/qwen3-32b,bypass7,0.0,0.9748443816980042,0.977720944449506,0.9882163899303694,easy,medium,5845,4351,1494,0.002143,9.716
247402917526,local:meta-llama/Llama-3.1-8B-Instruct,agent,0.0,0.5852531604954117,0.5271496434769057,0.7285200914733747,easy,medium,5987,3943,2044,0.0,47.164
247402917526,local:meta-llama/Llama-3.1-8B-Instruct,bypass7,1.0,1.0,1.0,1.0,easy,medium,9762,9253,509,0.0,14.111
247402917526,openai/gpt-5-nano,agent,0.0,0.9991664529366504,0.9991866979008228,0.9997350993377484,easy,medium,7233,3939,3294,0.001515,25.391
247402917526,openai/gpt-5-nano,bypass7,0.0,0.9748443816980042,0.977720944449506,0.9882163899303694,easy,medium,10125,9476,649,0.000733,38.023
247671127480,groq:qwen/qwen3-32b,agent,0.0,0.3347960365337612,0.3526744386799933,0.40466178754926974,hard,small,20075,8087,11988,0.009419,495.243
